player,pos,age,tm,g,gs,mp,pts,orb,drb,trb,ast,stl,blk,tov,pf,fg,fga,fg%,3p,3pa,3p%,2p,2pa,2p%,ft,fta,ft%,efg,ts,ftr,3par,fg+,2p+,3p+,efg+,ft+,ts+,ftr+,3par+,on-off,ortg,drtg,per,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ows,dws,ws,ws/48,obpm,dbpm,bpm,vorp,team_seed,win_percentage,year
Jarred Vanderbilt,PF,24.0,LAL,29.0,6.0,20.0,5.2,1.4,3.3,4.8,1.2,1.2,0.2,1.0,1.5,2.0,3.9,0.518,0.3,0.9,0.296,1.8,3.0,0.586,0.8,1.2,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,114.0,115.0,11.6,9.0,19.1,14.3,7.8,3.0,0.7,17.7,11.8,0.2,0.8,1.0,0.084,-2.9,1.3,-1.6,0.0,10,0.563,2024
Bol Bol,PF,24.0,PHO,42.0,0.0,11.0,5.2,0.7,2.5,3.2,0.4,0.2,0.6,0.4,1.0,2.2,3.5,0.615,0.5,1.2,0.431,1.6,2.3,0.711,0.4,0.5,0.789,0.536,0.561,0.333,0.381,95.0,85.0,120.0,98.0,82.0,97.0,136.0,96.0,0.1,132.0,113.0,18.8,8.6,25.7,17.6,5.4,1.1,4.8,9.8,16.4,0.9,0.7,1.6,0.17,1.5,0.9,2.4,0.5,7,0.588,2024
Noah Clowney,PF,19.0,BRK,21.0,2.0,14.3,5.1,1.0,2.4,3.4,0.7,0.3,0.7,0.6,1.0,2.0,3.6,0.539,0.4,1.2,0.36,1.5,2.4,0.627,0.8,1.2,0.68,0.595,0.619,0.32,0.403,110.0,114.0,102.0,109.0,89.0,107.0,131.0,102.0,0.8,122.0,116.0,14.6,8.3,20.1,14.0,6.6,1.2,4.5,12.1,14.4,0.3,0.4,0.7,0.112,-0.9,0.3,-0.7,0.1,11,0.4,2024
Goga Bitadze,C,24.0,ORL,60.0,33.0,15.7,5.1,1.8,2.9,4.7,1.3,0.5,1.2,0.7,1.7,2.1,3.4,0.608,0.0,0.2,0.154,2.0,3.2,0.639,0.9,1.4,0.651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,130.0,109.0,17.8,14.2,23.2,18.6,11.8,1.6,7.0,14.8,13.3,1.7,1.9,3.6,0.183,-0.5,2.8,2.2,1.0,6,0.575,2024
Seth Curry,SG,33.0,DAL,44.0,4.0,14.0,5.1,0.4,1.1,1.5,1.0,0.5,0.1,0.5,0.9,1.8,4.6,0.392,0.9,2.5,0.352,1.0,2.2,0.438,0.6,0.7,0.903,0.528,0.56,0.26,0.295,102.0,101.0,85.0,97.0,95.0,97.0,106.0,75.0,4.2,109.0,120.0,9.9,3.5,9.7,6.6,9.6,1.8,0.9,8.8,16.9,0.0,0.5,0.5,0.037,-2.6,-0.6,-3.2,-0.2,5,0.625,2024
Keon Ellis,SG,24.0,SAC,55.0,19.0,16.7,5.1,0.5,1.6,2.1,1.5,0.8,0.5,0.7,1.9,1.7,3.9,0.453,1.2,2.8,0.417,0.6,1.0,0.554,0.4,0.6,0.719,0.522,0.581,0.331,0.64,84.0,75.0,107.0,96.0,111.0,100.0,135.0,162.0,5.0,122.0,116.0,11.4,3.8,12.0,7.8,11.3,2.5,2.7,13.7,12.3,0.9,1.1,2.0,0.103,-1.2,2.0,0.7,0.6,9,0.563,2024
Richaun Holmes,C-PF,30.0,DAL,40.0,10.0,13.9,5.0,1.8,2.8,4.6,0.6,0.3,0.5,0.6,1.9,2.1,3.7,0.558,0.0,0.1,0.333,2.0,3.6,0.563,0.9,1.2,0.723,0.582,0.6,0.158,0.688,95.0,113.0,103.0,107.0,96.0,104.0,64.0,174.0,-4.0,123.0,118.0,14.4,14.9,23.7,19.2,6.0,1.0,2.9,12.5,14.8,0.7,0.5,1.3,0.109,-2.4,-0.9,-3.3,-0.2,5,0.625,2024
D.J. Wilson,PF,27.0,PHI,2.0,0.0,7.5,5.0,0.5,0.5,1.0,1.0,0.0,1.0,0.0,0.5,2.0,3.0,0.667,1.0,1.0,1.0,1.0,2.0,0.5,0.0,0.0,0.0,0.5,0.553,0.4,0.0,105.0,92.0,0.0,91.0,96.0,95.0,163.0,0.0,4.5,174.0,117.0,31.1,7.8,8.0,7.9,22.5,0.0,12.2,0.0,17.4,0.1,0.0,0.1,0.345,15.5,6.9,22.4,0.1,7,0.563,2024
Garrison Mathews,SG,27.0,ATL,64.0,5.0,14.8,5.0,0.3,1.2,1.4,0.6,0.3,0.1,0.3,1.8,1.6,3.4,0.465,1.3,2.9,0.449,0.3,0.5,0.563,0.5,0.7,0.81,0.225,0.258,0.15,0.4,42.0,46.0,34.0,41.0,85.0,44.0,61.0,101.0,-2.7,134.0,125.0,9.3,2.0,9.6,5.7,5.0,0.9,0.7,7.5,11.3,1.4,0.2,1.6,0.081,-1.9,-0.9,-2.8,-0.2,10,0.45,2024
Isaiah Livers,PF,25.0,DET,23.0,6.0,20.4,5.0,0.7,1.4,2.1,1.1,0.6,0.2,0.7,1.9,1.7,5.0,0.345,1.0,3.3,0.286,0.8,1.7,0.462,0.5,0.8,0.667,0.569,0.578,0.06,0.384,103.0,98.0,113.0,104.0,102.0,100.0,25.0,97.0,-11.0,97.0,123.0,5.2,3.8,8.4,6.1,7.0,1.4,0.9,11.4,12.8,-0.4,0.2,-0.2,-0.016,-5.0,-1.5,-6.5,-0.5,15,0.163,2024
Aleksej Pokusevski,PF,22.0,CHO,26.0,0.0,14.2,5.0,0.6,2.4,3.0,1.2,0.5,0.5,0.6,0.7,1.7,4.0,0.413,0.6,1.8,0.319,1.1,2.2,0.491,1.1,1.5,0.744,0.627,0.651,0.253,0.27,120.0,116.0,113.0,115.0,97.0,112.0,103.0,68.0,-0.3,111.0,118.0,13.2,5.1,20.9,12.9,11.6,1.9,3.1,11.7,16.6,0.1,0.4,0.5,0.06,-1.3,0.2,-1.2,0.1,13,0.25,2024
Luke Kornet,C,28.0,BOS,61.0,5.0,15.3,5.0,1.8,2.1,4.0,1.0,0.4,1.0,0.3,1.2,2.1,3.1,0.697,0.0,0.0,1.0,2.1,3.1,0.695,0.7,0.8,0.898,0.412,0.391,0.118,0.588,74.0,105.0,55.0,75.0,0.0,67.0,48.0,149.0,-2.2,156.0,112.0,19.0,14.5,15.4,15.0,8.3,1.2,5.5,9.1,10.9,3.0,1.5,4.6,0.234,1.4,1.9,3.2,1.2,1,0.775,2024
Kobi Simmons,PG,26.0,TOR,4.0,0.0,16.8,5.0,0.3,1.5,1.8,3.0,1.5,0.5,0.3,1.3,2.3,5.3,0.429,0.5,2.0,0.25,1.8,3.3,0.538,0.0,0.0,0.0,0.508,0.532,0.223,0.623,83.0,79.0,101.0,93.0,88.0,92.0,91.0,158.0,-18.8,117.0,116.0,14.5,1.8,11.1,6.3,24.1,4.4,2.6,4.5,14.2,0.1,0.1,0.1,0.094,-2.6,1.6,-1.0,0.0,12,0.313,2024
Jeff Dowtin,PG,26.0,PHI,10.0,0.0,13.3,5.0,0.3,1.5,1.8,2.6,0.6,0.1,0.5,0.1,1.9,3.4,0.559,0.9,1.8,0.5,1.0,1.6,0.625,0.3,0.4,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,143.0,117.0,18.3,2.6,13.6,8.0,27.2,2.3,0.7,12.3,13.3,0.4,0.1,0.5,0.189,2.4,0.8,3.2,0.2,7,0.563,2024
Darius Bazley,PF,23.0,UTA,7.0,0.0,17.4,4.9,0.9,2.4,3.3,0.9,0.6,0.7,0.9,0.1,1.7,3.1,0.545,0.1,0.9,0.167,1.6,2.3,0.688,1.3,1.6,0.818,0.531,0.617,0.375,0.312,105.0,117.0,55.0,97.0,128.0,106.0,153.0,79.0,-3.2,118.0,121.0,12.2,5.9,16.5,11.2,6.2,1.6,3.7,18.3,11.4,0.1,0.1,0.2,0.063,-1.7,0.1,-1.7,0.0,12,0.375,2024
Kobe Bufkin,SG,20.0,ATL,15.0,0.0,11.9,4.9,0.3,1.6,1.9,1.8,0.5,0.3,0.6,1.2,2.0,5.6,0.357,0.6,2.5,0.237,1.4,3.1,0.457,0.3,0.5,0.5,0.5,0.501,0.818,0.273,96.0,92.0,91.0,91.0,57.0,86.0,334.0,69.0,-5.4,97.0,120.0,9.5,3.2,16.5,9.5,20.9,1.9,2.5,9.3,22.7,-0.3,0.1,-0.1,-0.031,-4.2,0.0,-4.2,-0.1,10,0.45,2024
Jevon Carter,PG,28.0,CHI,70.0,0.0,13.6,4.8,0.1,0.7,0.8,1.1,0.5,0.2,0.5,1.0,1.9,4.9,0.38,1.0,3.1,0.332,0.8,1.7,0.467,0.1,0.1,0.571,0.594,0.597,0.013,0.812,90.0,86.0,113.0,109.0,128.0,103.0,5.0,206.0,3.3,102.0,121.0,8.3,1.1,6.2,3.6,11.6,1.9,1.6,9.0,17.7,-0.6,0.7,0.1,0.004,-3.5,-0.6,-4.0,-0.5,9,0.475,2024
Bryce McGowens,SG,21.0,CHO,57.0,13.0,14.6,4.8,0.3,1.4,1.7,0.8,0.4,0.1,0.5,1.3,1.6,3.7,0.443,0.6,1.7,0.337,1.1,2.1,0.53,1.0,1.3,0.767,0.562,0.601,0.307,0.681,94.0,118.0,95.0,103.0,100.0,104.0,125.0,172.0,-2.0,112.0,124.0,9.1,2.2,12.0,7.0,7.7,1.3,0.9,10.0,14.5,0.2,0.3,0.6,0.032,-3.9,-0.9,-4.8,-0.6,13,0.25,2024
DeJon Jarreau,SG,26.0,MEM,9.0,0.0,16.7,4.8,0.9,4.0,4.9,2.9,0.7,0.2,1.0,1.6,1.9,5.6,0.34,0.4,1.4,0.308,1.4,4.1,0.351,0.6,1.2,0.455,0.562,0.608,0.295,0.034,117.0,104.0,91.0,103.0,108.0,105.0,121.0,9.0,1.6,94.0,113.0,9.9,6.1,29.8,17.4,25.5,2.0,1.2,14.1,18.5,-0.2,0.2,0.0,-0.002,-4.7,0.7,-4.0,-0.1,13,0.338,2024
Jalen Wilson,PF,23.0,BRK,41.0,3.0,14.6,4.7,1.0,1.8,2.8,1.1,0.2,0.0,0.5,1.0,1.7,3.8,0.436,0.5,1.6,0.338,1.1,2.2,0.505,0.9,1.1,0.818,0.5,0.517,0.061,0.694,77.0,61.0,104.0,91.0,128.0,89.0,25.0,176.0,3.8,121.0,121.0,10.9,7.9,14.8,11.2,10.0,0.8,0.3,9.8,14.1,0.6,0.4,1.0,0.079,-1.7,-1.2,-2.8,-0.1,11,0.4,2024
Brandon Boston Jr.,SF,22.0,LAC,30.0,0.0,9.7,4.7,0.5,0.9,1.4,0.3,0.2,0.3,0.5,1.1,1.9,4.4,0.421,0.4,1.5,0.273,1.5,3.0,0.494,0.6,0.9,0.667,0.525,0.553,0.174,0.496,92.0,94.0,98.0,96.0,103.0,95.0,71.0,126.0,-22.8,100.0,121.0,9.8,6.7,10.8,8.9,4.5,1.0,2.5,8.8,24.3,-0.3,0.2,-0.1,-0.017,-5.3,-3.0,-8.3,-0.5,4,0.638,2024
Julian Strawther,SF,21.0,DEN,49.0,0.0,11.1,4.6,0.1,1.1,1.2,1.0,0.3,0.1,0.4,1.1,1.7,4.5,0.369,0.8,2.8,0.297,0.8,1.7,0.488,0.4,0.6,0.71,0.506,0.54,0.164,0.248,97.0,90.0,100.0,93.0,113.0,93.0,67.0,63.0,-15.9,101.0,118.0,8.5,1.2,12.4,6.9,11.3,1.6,1.1,8.5,20.9,-0.4,0.6,0.2,0.014,-4.6,-1.4,-6.0,-0.6,1,0.7,2024
Kenrich Williams,PF,29.0,OKC,67.0,1.0,14.8,4.6,0.9,2.1,3.0,1.3,0.6,0.1,0.4,1.5,1.9,4.0,0.465,0.8,2.1,0.391,1.1,2.0,0.542,0.1,0.2,0.5,0.461,0.465,0.18,0.294,90.0,93.0,65.0,84.0,57.0,80.0,74.0,74.0,3.2,122.0,116.0,11.8,7.8,16.3,12.2,10.8,1.8,0.8,9.2,13.4,1.0,1.2,2.3,0.109,-1.2,0.2,-1.0,0.3,3,0.688,2024
Neemias Queta,C,24.0,BOS,26.0,0.0,11.4,4.6,1.8,2.3,4.1,0.5,0.4,0.6,0.4,1.8,2.0,3.2,0.614,0.0,0.0,0.0,2.0,3.2,0.614,0.7,0.9,0.708,0.483,0.549,0.502,0.458,87.0,93.0,82.0,88.0,95.0,95.0,205.0,116.0,8.5,138.0,109.0,19.7,18.8,22.6,20.8,6.5,1.9,4.5,9.7,15.4,0.8,0.6,1.4,0.225,-0.7,0.7,0.1,0.2,1,0.775,2024
Josh Okogie,SG,25.0,PHO,59.0,11.0,16.2,4.6,1.2,1.4,2.6,1.1,0.8,0.4,0.6,1.2,1.4,3.4,0.414,0.5,1.6,0.301,0.9,1.9,0.509,1.3,1.7,0.745,0.526,0.564,0.23,0.474,94.0,97.0,96.0,96.0,106.0,97.0,94.0,120.0,-2.6,120.0,117.0,11.7,9.8,9.5,9.6,8.5,2.4,2.2,12.7,13.0,0.8,1.1,2.0,0.098,-1.5,0.8,-0.7,0.3,7,0.588,2024
Anthony Black,PG,20.0,ORL,68.0,33.0,17.0,4.6,0.5,1.5,2.0,1.3,0.5,0.3,0.8,1.6,1.7,3.6,0.463,0.5,1.4,0.391,1.1,2.2,0.507,0.7,1.2,0.613,0.497,0.549,0.291,0.514,88.0,96.0,86.0,91.0,107.0,95.0,119.0,130.0,-4.3,109.0,115.0,8.3,3.5,11.4,7.4,10.6,1.5,1.7,16.5,12.7,0.0,1.5,1.6,0.065,-3.8,0.8,-3.0,-0.3,6,0.575,2024
Jock Landale,C,28.0,HOU,54.0,1.0,13.1,4.6,1.6,1.5,3.0,1.1,0.3,0.6,0.5,1.3,1.8,3.4,0.516,0.2,0.6,0.265,1.6,2.8,0.572,0.9,1.1,0.787,0.5,0.5,0.0,0.25,105.0,122.0,0.0,91.0,0.0,86.0,0.0,63.0,11.4,128.0,116.0,15.5,13.7,12.9,13.3,11.7,1.3,4.0,11.3,14.5,1.3,0.9,2.1,0.144,-0.5,0.4,-0.1,0.3,11,0.488,2024
Omer Yurtseven,C,25.0,UTA,46.0,10.0,10.9,4.5,1.4,2.5,3.9,0.5,0.2,0.4,0.7,1.1,2.0,3.7,0.554,0.1,0.5,0.227,1.9,3.2,0.603,0.3,0.5,0.667,0.5,0.535,0.232,0.518,90.0,109.0,75.0,91.0,98.0,92.0,95.0,131.0,-11.4,113.0,121.0,15.0,15.5,27.0,21.3,7.0,0.8,3.2,16.0,17.8,0.3,0.4,0.6,0.059,-1.5,-1.4,-2.9,-0.1,12,0.375,2024
David Duke Jr.,SG,24.0,SAS,2.0,0.0,10.5,4.5,0.5,3.0,3.5,2.5,0.5,0.0,0.5,0.5,1.5,4.5,0.333,0.5,1.5,0.333,1.0,3.0,0.333,1.0,1.0,1.0,0.8,0.785,1.2,0.0,169.0,147.0,0.0,146.0,85.0,135.0,490.0,0.0,-12.2,111.0,115.0,16.2,5.5,34.1,19.6,33.0,2.3,0.0,9.2,22.1,0.0,0.0,0.0,0.08,0.3,3.1,3.4,0.0,15,0.25,2024
Shake Milton,SG,27.0,MIN,48.0,0.0,12.1,4.5,0.3,1.3,1.6,1.3,0.4,0.1,0.6,1.1,1.6,4.1,0.405,0.4,1.3,0.281,1.3,2.7,0.466,0.8,1.0,0.816,0.504,0.532,0.182,0.41,91.0,90.0,96.0,92.0,99.0,92.0,74.0,104.0,-10.6,104.0,115.0,9.3,3.0,12.5,7.9,14.4,1.7,0.9,12.5,18.9,-0.3,0.8,0.5,0.044,-4.3,0.6,-3.7,-0.3,2,0.688,2024
A.J. Green,SG,24.0,MIL,56.0,0.0,11.0,4.5,0.2,1.0,1.1,0.5,0.2,0.1,0.2,0.9,1.5,3.5,0.423,1.2,3.0,0.408,0.3,0.5,0.519,0.3,0.3,0.895,0.393,0.416,0.071,0.357,75.0,82.0,55.0,72.0,128.0,72.0,29.0,90.0,1.6,124.0,122.0,10.6,1.8,10.6,6.3,6.4,0.7,0.6,5.5,15.3,0.7,0.3,1.1,0.082,-0.5,-1.6,-2.1,0.0,2,0.613,2024
Kevon Looney,C,27.0,GSW,72.0,36.0,16.3,4.5,1.9,3.8,5.8,1.8,0.4,0.4,0.7,2.1,1.9,3.1,0.597,0.0,0.0,0.0,1.9,3.1,0.6,0.8,1.1,0.667,0.66,0.663,0.266,0.054,138.0,125.0,58.0,121.0,77.0,114.0,108.0,14.0,-1.2,134.0,116.0,15.1,14.6,28.1,21.4,14.2,1.2,2.1,16.0,11.4,2.3,1.4,3.7,0.153,-0.8,1.4,0.6,0.8,8,0.563,2024
Mo Bamba,C,25.0,PHI,55.0,16.0,13.1,4.5,1.4,2.9,4.2,0.7,0.4,1.1,0.7,1.8,1.7,3.5,0.487,0.5,1.1,0.397,1.3,2.4,0.53,0.6,0.9,0.68,0.439,0.465,0.189,0.629,73.0,82.0,79.0,80.0,87.0,80.0,77.0,159.0,-8.9,116.0,111.0,15.4,12.1,26.2,19.1,7.8,1.5,7.4,15.2,15.4,0.5,1.3,1.8,0.119,-2.3,1.3,-1.0,0.2,7,0.563,2024
Jaxson Hayes,C,23.0,LAL,68.0,5.0,12.6,4.4,1.0,2.0,3.0,0.5,0.5,0.4,0.6,1.8,1.8,2.5,0.723,0.0,0.1,0.0,1.8,2.4,0.758,0.8,1.2,0.622,0.589,0.6,0.153,0.5,103.0,106.0,109.0,108.0,86.0,103.0,62.0,127.0,-6.4,129.0,116.0,14.1,10.2,18.3,14.4,5.1,1.9,2.8,17.1,12.8,1.3,1.1,2.3,0.13,-2.8,0.9,-2.0,0.0,10,0.563,2024
Joe Ingles,SF,36.0,ORL,66.0,0.0,17.3,4.4,0.3,1.8,2.1,3.0,0.6,0.1,1.0,1.3,1.5,3.4,0.431,1.0,2.4,0.431,0.4,1.0,0.431,0.4,0.5,0.824,0.505,0.548,0.365,0.292,90.0,70.0,146.0,92.0,91.0,94.0,149.0,74.0,4.7,119.0,115.0,10.5,1.9,13.3,7.6,22.8,1.9,0.4,21.6,11.8,0.9,1.5,2.4,0.103,-1.8,1.2,-0.6,0.4,6,0.575,2024
Jacob Gilyard,PG,25.0,MEM,39.0,14.0,17.2,4.4,0.2,0.9,1.1,3.4,0.7,0.1,0.7,0.9,1.5,3.7,0.411,1.3,3.1,0.418,0.2,0.6,0.375,0.1,0.1,1.0,0.522,0.603,0.511,0.5,93.0,101.0,90.0,96.0,108.0,104.0,209.0,127.0,-5.7,125.0,120.0,11.3,1.4,6.5,3.8,28.3,2.1,0.7,16.5,11.4,0.8,0.6,1.3,0.096,-1.7,0.3,-1.5,0.1,13,0.338,2024
Robert Covington,SF-PF,33.0,PHI,29.0,6.0,16.8,4.4,1.1,2.3,3.3,0.8,1.3,0.6,0.4,1.9,1.5,3.4,0.439,0.7,1.9,0.339,0.8,1.4,0.571,0.8,0.9,0.846,0.475,0.583,0.65,0.45,95.0,133.0,30.0,87.0,108.0,101.0,265.0,114.0,9.6,127.0,111.0,13.6,7.5,16.3,11.8,6.3,4.0,3.4,9.1,10.8,0.6,0.9,1.4,0.14,-1.1,3.2,2.1,0.5,7,0.563,2024
Maxi Kleber,C,32.0,DAL,42.0,7.0,20.5,4.4,0.7,2.6,3.3,1.6,0.4,0.7,0.6,1.9,1.5,3.4,0.424,0.7,2.1,0.333,0.7,1.3,0.574,0.8,1.1,0.702,0.698,0.692,0.399,0.003,147.0,128.0,0.0,128.0,74.0,119.0,163.0,1.0,5.0,118.0,118.0,8.6,4.2,15.1,9.7,9.2,1.0,2.9,14.1,9.7,0.5,0.8,1.3,0.073,-2.5,0.9,-1.5,0.1,5,0.625,2024
Jontay Porter,PF,24.0,TOR,26.0,5.0,13.8,4.4,1.0,2.2,3.2,2.3,0.8,0.8,0.8,1.3,1.5,4.0,0.385,0.8,2.3,0.333,0.8,1.7,0.455,0.6,0.7,0.833,0.603,0.626,0.21,0.53,104.0,105.0,115.0,110.0,98.0,108.0,86.0,134.0,-3.6,114.0,116.0,14.9,8.6,19.2,13.8,21.8,2.7,4.9,15.8,15.9,0.2,0.4,0.6,0.084,-0.3,2.0,1.7,0.3,12,0.313,2024
Ben Sheppard,SG,22.0,IND,55.0,1.0,14.1,4.4,0.2,1.3,1.5,0.9,0.6,0.0,0.2,1.6,1.6,4.0,0.391,0.9,2.7,0.313,0.7,1.3,0.557,0.4,0.5,0.885,0.408,0.462,0.316,0.447,78.0,96.0,48.0,75.0,96.0,80.0,129.0,113.0,2.6,113.0,121.0,8.2,2.0,10.8,6.4,7.5,2.0,0.2,5.3,13.3,0.3,0.5,0.8,0.047,-3.5,0.0,-3.5,-0.3,5,0.575,2024
Dominick Barlow,PF,20.0,SAS,33.0,1.0,12.7,4.4,1.4,2.1,3.4,1.1,0.4,0.4,0.3,1.4,1.7,3.4,0.496,0.1,0.3,0.333,1.6,3.2,0.51,0.9,1.3,0.69,0.392,0.468,0.392,0.314,79.0,89.0,34.0,72.0,102.0,81.0,160.0,79.0,2.5,126.0,118.0,14.6,12.4,19.3,15.8,11.7,1.4,2.8,6.4,14.3,0.6,0.4,1.0,0.119,-1.7,-0.1,-1.8,0.0,15,0.25,2024
Devonte' Graham,PG,28.0,SAS,21.0,0.0,12.5,4.3,0.1,1.3,1.5,2.0,0.4,0.1,0.6,0.7,1.4,4.2,0.337,0.9,3.3,0.275,0.5,1.0,0.55,0.6,0.7,0.857,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,9.5,105.0,121.0,9.5,1.3,12.7,6.9,21.3,1.7,0.6,11.2,17.4,-0.1,0.2,0.1,0.018,-3.5,-0.5,-4.0,-0.1,15,0.25,2024
Dru Smith,SG,26.0,MIA,9.0,0.0,14.6,4.3,0.7,0.9,1.6,1.6,1.0,0.3,0.6,1.3,1.7,3.7,0.455,0.8,1.9,0.412,0.9,1.8,0.5,0.2,0.2,1.0,0.539,0.573,0.156,0.548,94.0,103.0,95.0,99.0,120.0,99.0,64.0,139.0,-16.3,119.0,112.0,12.8,5.6,7.7,6.6,15.1,3.5,2.2,12.9,13.4,0.1,0.2,0.3,0.119,-1.8,3.2,1.4,0.1,8,0.55,2024
John Konchar,SF,27.0,MEM,55.0,23.0,21.3,4.3,1.3,3.4,4.7,2.0,0.9,0.9,0.8,1.4,1.6,3.8,0.423,0.7,2.2,0.317,0.9,1.6,0.568,0.4,0.5,0.84,0.537,0.573,0.245,0.29,103.0,102.0,89.0,98.0,103.0,99.0,100.0,73.0,1.8,114.0,114.0,11.4,7.0,19.6,13.0,13.1,2.2,4.1,17.4,9.8,0.4,1.7,2.1,0.088,-2.6,2.2,-0.4,0.5,13,0.338,2024
Bismack Biyombo,C,31.0,MEM,39.0,27.0,19.8,4.3,1.6,3.6,5.2,1.4,0.3,0.9,1.1,2.3,1.8,3.3,0.567,0.0,0.0,0.0,1.8,3.3,0.567,0.6,1.3,0.48,0.5,0.541,0.237,0.485,88.0,90.0,93.0,91.0,104.0,93.0,97.0,123.0,2.8,108.0,116.0,9.8,9.1,22.7,15.6,9.8,0.7,4.4,22.0,10.7,0.0,1.0,1.0,0.06,-4.9,1.5,-3.4,-0.3,13,0.338,2024
Max Christie,SG,20.0,LAL,66.0,7.0,14.3,4.3,0.2,1.9,2.1,0.9,0.3,0.3,0.5,0.9,1.6,3.7,0.427,0.6,1.8,0.356,0.9,1.9,0.496,0.5,0.7,0.783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,106.0,120.0,8.5,2.0,15.3,9.0,8.0,1.0,1.6,11.8,13.7,-0.2,0.8,0.6,0.031,-3.3,-0.4,-3.7,-0.4,10,0.563,2024
MarJon Beauchamp,SF,23.0,MIL,46.0,1.0,12.9,4.3,0.5,1.6,2.1,0.7,0.3,0.1,0.6,1.2,1.6,3.4,0.478,0.6,1.6,0.389,1.0,1.8,0.553,0.4,0.6,0.679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.1,111.0,120.0,9.1,4.6,14.7,9.8,6.6,1.0,0.9,13.8,14.4,0.1,0.4,0.6,0.045,-2.7,-1.0,-3.7,-0.2,2,0.613,2024
Caleb Houstan,SF,21.0,ORL,58.0,13.0,14.0,4.3,0.5,1.0,1.4,0.5,0.2,0.1,0.3,1.1,1.4,3.5,0.385,1.2,3.3,0.37,0.1,0.2,0.615,0.3,0.4,0.792,0.501,0.533,0.175,0.654,80.0,76.0,100.0,92.0,107.0,92.0,72.0,165.0,-4.7,120.0,118.0,8.1,4.3,8.7,6.5,4.8,0.9,0.3,6.9,12.6,0.6,0.8,1.4,0.083,-1.6,-0.6,-2.2,-0.1,6,0.575,2024
Delon Wright,PG,31.0,WAS,45.0,1.0,15.4,4.3,0.4,1.4,1.8,2.4,1.1,0.2,0.3,0.7,1.5,3.9,0.384,0.5,1.3,0.35,1.0,2.6,0.402,0.8,1.0,0.814,0.527,0.568,0.225,0.576,88.0,83.0,106.0,96.0,110.0,98.0,92.0,146.0,5.5,119.0,117.0,13.0,3.0,10.9,6.9,20.5,3.4,1.2,6.2,13.0,0.6,0.8,1.3,0.092,-2.4,2.2,-0.2,0.3,14,0.188,2024
Eugene Omoruyi,SF,26.0,WAS,41.0,0.0,8.7,4.2,0.8,1.2,2.0,0.7,0.7,0.1,0.5,1.5,1.6,3.5,0.465,0.2,0.9,0.211,1.4,2.6,0.557,0.8,1.2,0.653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,109.0,117.0,14.8,10.8,16.2,13.4,11.9,3.6,0.9,10.8,22.0,0.0,0.4,0.4,0.054,-3.1,-0.1,-3.3,-0.1,14,0.188,2024
Troy Brown Jr.,SF,24.0,MIN,57.0,13.0,13.9,4.2,0.4,1.9,2.4,1.0,0.4,0.0,0.5,0.7,1.4,3.7,0.38,0.8,2.4,0.343,0.6,1.3,0.447,0.6,0.6,0.865,0.527,0.568,0.261,0.322,100.0,100.0,89.0,96.0,104.0,98.0,107.0,81.0,-7.0,109.0,118.0,9.1,4.0,16.7,10.5,9.7,1.3,0.2,11.2,14.3,0.1,0.8,0.9,0.054,-2.4,0.1,-2.4,-0.1,2,0.688,2024
Skylar Mays,PG-SG,26.0,POR,37.0,5.0,11.6,4.2,0.3,0.9,1.2,2.3,0.6,0.1,0.5,0.7,1.7,4.3,0.399,0.4,1.5,0.296,1.3,2.8,0.452,0.4,0.5,0.765,0.747,0.728,0.274,0.007,157.0,138.0,0.0,137.0,65.0,126.0,112.0,2.0,-6.1,109.0,120.0,12.1,2.7,9.8,6.0,29.2,2.4,0.8,10.8,18.5,0.0,0.4,0.4,0.043,-2.0,0.1,-1.9,0.0,14,0.263,2024
Armoni Brooks,PG,25.0,BRK,10.0,0.0,10.4,4.2,0.7,1.1,1.8,0.5,0.1,0.1,0.3,0.3,1.5,4.6,0.326,1.1,3.2,0.344,0.4,1.4,0.286,0.1,0.2,0.5,1.0,1.0,0.0,0.0,211.0,184.0,0.0,183.0,0.0,172.0,0.0,0.0,14.2,100.0,122.0,8.3,7.6,12.8,10.1,6.9,0.5,0.9,6.0,20.9,-0.1,0.1,0.0,-0.019,-2.1,-3.7,-5.8,-0.1,11,0.4,2024
